0,0.574,-0.084,-0.712,-7.385,-14.954,4.761
1,0.585,-0.090,-0.700,-7.996,-14.465,5.615
2,0.593,-0.097,-0.693,-7.629,-14.160,5.554
3,0.594,-0.109,-0.690,-7.263,-14.526,5.310
4,0.601,-0.114,-0.683,-6.836,-15.259,5.249
5,0.604,-0.122,-0.682,-5.859,-15.564,5.371
6,0.609,-0.131,-0.681,-5.188,-15.869,5.615
7,0.613,-0.137,-0.680,-4.822,-15.991,5.981
8,0.620,-0.144,-0.681,-4.211,-15.808,7.019
9,0.624,-0.148,-0.680,-3.174,-15.747,8.179
10,0.625,-0.155,-0.677,-2.136,-16.418,8.850
11,0.626,-0.162,-0.678,-0.916,-18.066,8.911
12,0.622,-0.171,-0.678,0.244,-19.775,7.874
13,0.619,-0.179,-0.678,1.648,-22.034,6.042
14,0.627,-0.181,-0.676,3.662,-24.780,4.395
15,0.610,-0.188,-0.693,6.042,-25.513,2.747
16,0.613,-0.196,-0.694,10.315,-27.893,0.854
17,0.592,-0.196,-0.695,14.282,-30.884,0.916
18,0.585,-0.206,-0.702,18.433,-32.227,1.099
19,0.580,-0.215,-0.722,20.996,-30.273,1.953
20,0.591,-0.213,-0.732,21.545,-27.893,3.418
21,0.579,-0.208,-0.725,20.447,-26.001,5.737
22,0.559,-0.211,-0.731,21.118,-23.804,7.996
23,0.548,-0.226,-0.742,24.170,-19.775,11.963
24,0.545,-0.245,-0.776,26.794,-13.123,16.663
25,0.548,-0.256,-0.836,28.931,-6.470,21.423
26,0.553,-0.271,-0.892,31.006,-1.953,25.513
27,0.554,-0.292,-0.961,34.241,1.770,29.053
28,0.568,-0.316,-1.036,38.269,4.761,31.189
29,0.579,-0.354,-1.121,46.997,7.324,32.043
30,0.568,-0.403,-1.221,58.228,9.521,30.762
31,0.543,-0.439,-1.345,68.359,11.169,27.344
32,0.525,-0.470,-1.467,78.003,8.484,21.118
33,0.498,-0.507,-1.579,88.257,1.343,13.245
34,0.480,-0.558,-1.692,98.633,-8.118,5.737
35,0.473,-0.617,-1.798,107.544,-18.921,-0.305
36,0.474,-0.692,-1.901,113.220,-29.663,-3.357
37,0.478,-0.778,-1.989,116.516,-38.513,-1.770
38,0.486,-0.833,-2.057,117.676,-43.213,6.592
39,0.547,-0.820,-2.086,116.699,-43.701,21.851
40,0.666,-0.717,-2.048,112.183,-47.668,43.457
41,0.773,-0.543,-1.924,106.750,-62.195,72.815
42,1.135,-0.170,-1.739,107.605,-81.299,106.323
43,1.581,0.185,-1.579,112.183,-93.872,131.592
44,1.990,0.389,-1.443,112.061,-99.365,146.912
45,2.575,0.806,-1.183,82.947,-117.798,165.466
46,3.797,1.762,-0.676,48.523,-136.597,185.181
47,4.000,2.339,-0.055,8.789,-105.408,178.162
48,4.000,2.706,0.208,-80.933,-20.020,144.836
49,4.000,3.108,0.650,-202.698,91.736,94.849
50,4.000,3.107,1.135,-274.170,198.181,14.099
51,4.000,2.761,1.372,-283.691,266.113,-56.396
52,3.985,2.306,1.276,-247.864,279.480,-115.112
53,3.081,1.809,1.092,-191.040,257.324,-183.533
54,2.153,1.409,0.980,-154.175,229.736,-258.545
55,1.374,1.165,1.092,-144.104,206.238,-310.486
56,0.703,1.117,1.226,-155.884,195.984,-315.308
57,0.172,1.039,1.338,-156.372,202.087,-292.603
58,-0.173,0.914,1.401,-155.884,224.670,-260.742
59,-0.509,0.770,1.345,-161.011,258.728,-228.943
60,-0.813,0.804,1.320,-175.598,290.894,-197.937
61,-1.318,0.641,1.274,-188.660,311.584,-184.937
62,-1.665,0.489,1.268,-180.725,311.768,-183.289
63,-2.234,0.229,1.055,-131.653,314.941,-198.303
64,-2.558,-0.168,0.813,-100.098,311.218,-202.026
