0,0.918,0.046,-0.534,18.616,-20.081,17.517
1,0.916,0.040,-0.567,20.935,-20.203,16.418
2,0.922,0.040,-0.583,20.813,-19.775,15.625
3,0.924,0.040,-0.596,19.653,-18.982,15.625
4,0.931,0.043,-0.603,17.700,-18.311,16.174
5,0.943,0.054,-0.604,15.808,-17.212,16.785
6,0.961,0.072,-0.603,13.428,-15.503,17.151
7,0.973,0.073,-0.606,10.193,-13.062,16.113
8,0.990,0.060,-0.609,6.836,-10.254,14.343
9,1.000,0.041,-0.613,4.883,-8.606,11.597
10,1.002,0.025,-0.614,4.272,-8.484,8.545
11,1.025,0.001,-0.618,4.395,-9.033,5.676
12,1.056,-0.033,-0.631,7.080,-8.667,3.052
13,1.089,-0.059,-0.657,10.925,-6.958,1.526
14,1.131,-0.072,-0.676,13.428,-3.784,1.099
15,1.192,-0.073,-0.690,14.709,0.854,0.854
16,1.253,-0.071,-0.711,16.479,9.216,0.244
17,1.311,-0.062,-0.750,18.066,21.301,0.061
18,1.369,-0.055,-0.800,19.043,35.706,-0.061
19,1.425,-0.019,-0.860,21.179,51.880,-0.854
20,1.489,0.000,-0.917,26.062,68.909,-5.554
21,1.535,-0.041,-1.020,28.870,83.374,-10.864
22,1.591,-0.057,-1.116,30.151,91.492,-13.000
23,1.647,-0.050,-1.180,31.128,94.543,-13.428
24,1.668,0.002,-1.195,26.672,96.924,-14.221
25,1.667,0.084,-1.175,17.151,101.379,-16.968
26,1.669,0.167,-1.148,7.568,107.849,-22.034
27,1.652,0.214,-1.133,-0.488,114.441,-29.846
28,1.651,0.238,-1.116,-7.874,118.896,-39.612
29,1.662,0.241,-1.093,-14.404,121.582,-52.246
30,1.675,0.242,-1.064,-20.752,122.192,-66.284
31,1.666,0.255,-1.033,-24.597,119.385,-79.895
32,1.620,0.263,-0.996,-27.344,114.746,-93.445
33,1.564,0.261,-0.950,-31.250,109.863,-107.300
34,1.508,0.258,-0.892,-37.598,107.666,-119.751
35,1.455,0.235,-0.813,-47.424,109.009,-127.502
36,1.413,0.197,-0.728,-58.716,114.197,-131.714
37,1.386,0.157,-0.657,-69.702,119.690,-135.071
38,1.348,0.124,-0.599,-80.566,123.413,-137.756
39,1.304,0.107,-0.521,-89.600,123.291,-139.221
40,1.246,0.080,-0.425,-96.375,119.751,-141.663
41,1.142,0.059,-0.308,-100.342,115.173,-146.240
42,1.037,0.036,-0.203,-100.830,109.741,-150.635
43,0.893,0.019,-0.122,-97.229,104.919,-154.358
44,0.745,-0.011,-0.059,-87.402,103.821,-155.701
45,0.600,-0.043,-0.024,-75.073,105.286,-153.931
46,0.461,-0.065,-0.018,-62.073,108.032,-148.437
47,0.331,-0.075,-0.028,-48.340,113.037,-138.855
48,0.182,-0.080,-0.065,-35.767,119.812,-126.343
49,0.001,-0.098,-0.115,-25.391,127.014,-111.267
50,-0.164,-0.119,-0.163,-18.738,131.592,-94.849
51,-0.279,-0.143,-0.178,-13.916,132.568,-76.416
52,-0.325,-0.111,-0.144,-9.155,126.221,-56.519
53,-0.363,-0.014,-0.098,-3.540,113.953,-39.734
54,-0.376,0.083,-0.065,5.066,100.403,-30.334
55,-0.371,0.178,-0.061,15.991,91.980,-29.175
56,-0.343,0.307,-0.108,20.325,87.463,-34.668
57,-0.406,0.341,-0.206,15.564,83.679,-46.326
58,-0.463,0.301,-0.297,8.179,80.444,-55.908
59,-0.493,0.244,-0.378,0.488,74.707,-57.251
60,-0.440,0.154,-0.412,-7.080,63.232,-53.284
61,-0.339,0.027,-0.375,-10.559,46.265,-45.471
62,-0.242,-0.117,-0.286,-7.568,28.564,-35.950
63,-0.153,-0.222,-0.202,0.977,12.329,-29.236
64,-0.077,-0.266,-0.189,16.418,0.488,-25.269
65,-0.047,-0.287,-0.279,35.278,-4.517,-22.888
66,-0.025,-0.287,-0.444,49.805,-1.099,-19.470
67,0.003,-0.273,-0.616,54.199,9.216,-13.489
68,0.019,-0.236,-0.778,47.729,21.667,-6.165
69,0.008,-0.214,-0.916,35.034,33.325,1.892
70,0.002,-0.245,-1.014,21.301,42.053,8.850
71,0.053,-0.270,-1.085,10.254,45.044,13.367
72,0.111,-0.287,-1.125,2.502,37.476,11.719
73,0.134,-0.329,-1.121,0.305,19.287,4.150
74,0.119,-0.398,-1.069,3.052,-2.502,-5.249
75,0.095,-0.461,-1.020,7.935,-19.958,-12.024
76,0.099,-0.513,-0.971,13.733,-30.334,-14.648
77,0.106,-0.531,-0.938,19.348,-33.447,-11.841
78,0.124,-0.515,-0.934,22.644,-30.762,-6.104
79,0.162,-0.484,-0.953,22.156,-23.865,2.075
80,0.211,-0.450,-0.972,19.226,-15.198,10.010
81,0.253,-0.406,-0.974,14.404,-7.874,15.808
82,0.293,-0.363,-0.962,8.850,-2.869,17.822
83,0.318,-0.345,-0.944,4.211,0.061,15.930
84,0.335,-0.344,-0.926,1.343,1.587,12.268
85,0.352,-0.346,-0.910,-0.305,2.869,8.301
86,0.348,-0.352,-0.884,-1.221,2.625,4.517
87,0.337,-0.351,-0.864,-2.136,1.709,0.977
88,0.328,-0.354,-0.864,-2.502,1.709,-0.427
89,0.332,-0.359,-0.874,-0.366,2.991,0.854
90,0.335,-0.365,-0.872,0.793,4.150,3.418
91,0.342,-0.350,-0.860,1.526,4.883,5.737
92,0.345,-0.323,-0.857,3.296,4.822,7.019
93,0.330,-0.311,-0.872,6.165,4.700,6.287
94,0.319,-0.298,-0.896,8.057,4.883,5.005
95,0.318,-0.286,-0.921,8.545,4.883,3.784
96,0.308,-0.278,-0.937,8.240,4.822,2.197
97,0.296,-0.278,-0.943,6.653,4.578,0.183
98,0.279,-0.287,-0.937,4.150,4.028,-2.136
99,0.245,-0.300,-0.926,2.258,3.662,-3.967
100,0.215,-0.318,-0.921,1.404,2.747,-5.005
101,0.209,-0.333,-0.921,1.282,2.136,-5.188
102,0.209,-0.351,-0.913,1.160,1.160,-5.005
103,0.208,-0.363,-0.892,0.549,0.061,-4.333
104,0.214,-0.375,-0.880,0.977,-1.038,-3.601
105,0.223,-0.387,-0.876,3.540,-1.404,-2.991
106,0.229,-0.389,-0.879,6.042,-0.916,-2.014
107,0.233,-0.380,-0.873,7.080,-0.732,-0.916
108,0.227,-0.367,-0.870,7.446,-0.061,0.366
109,0.222,-0.354,-0.880,8.301,2.625,2.014
110,0.223,-0.343,-0.901,8.728,5.432,2.441
111,0.223,-0.335,-0.914,8.423,6.287,2.686
112,0.226,-0.329,-0.921,8.301,6.287,2.258
113,0.227,-0.329,-0.922,7.812,5.859,0.977
114,0.219,-0.339,-0.922,7.263,3.662,-0.427
115,0.211,-0.356,-0.918,7.507,1.465,-1.587
116,0.214,-0.362,-0.917,7.812,0.244,-2.319
117,0.212,-0.358,-0.910,8.057,-0.488,-2.197
118,0.210,-0.359,-0.908,8.484,-1.282,-1.831
119,0.212,-0.370,-0.904,9.033,-1.892,-1.892
120,0.222,-0.376,-0.902,10.315,-2.380,-2.075
121,0.228,-0.374,-0.899,11.353,-3.357,-2.686
122,0.242,-0.366,-0.896,12.085,-4.883,-3.357
123,0.244,-0.368,-0.891,11.658,-5.493,-4.089
124,0.240,-0.372,-0.887,10.559,-4.395,-4.333
125,0.242,-0.373,-0.881,9.460,-2.258,-3.113
126,0.240,-0.371,-0.872,7.751,0.427,-1.221
127,0.237,-0.363,-0.863,6.042,2.563,0.916
128,0.241,-0.357,-0.856,6.042,4.028,2.625
129,0.250,-0.343,-0.852,6.897,3.906,3.723
130,0.261,-0.328,-0.852,8.301,2.686,4.272
131,0.265,-0.318,-0.866,10.193,1.953,3.967
132,0.267,-0.320,-0.887,11.292,1.648,3.052
133,0.263,-0.325,-0.903,11.902,0.854,1.892
134,0.249,-0.332,-0.910,12.878,-1.648,0.366
135,0.238,-0.340,-0.916,14.832,-4.517,-0.854
136,0.233,-0.346,-0.928,16.541,-5.737,-1.831
137,0.222,-0.353,-0.940,16.602,-5.249,-2.197
138,0.224,-0.358,-0.949,15.930,-3.723,-1.526
139,0.227,-0.363,-0.959,14.404,-1.770,-0.732
140,0.226,-0.359,-0.962,11.475,0.610,0.305
141,0.227,-0.352,-0.969,9.033,2.747,1.282
142,0.237,-0.346,-0.976,7.568,4.272,2.136
143,0.239,-0.342,-0.982,6.409,4.517,2.197
144,0.255,-0.330,-0.973,5.371,3.723,1.648
145,0.265,-0.316,-0.963,3.784,1.648,0.244
146,0.271,-0.315,-0.947,3.113,-0.916,-2.197
147,0.267,-0.326,-0.935,4.150,-2.747,-4.578
148,0.266,-0.342,-0.935,4.883,-3.723,-6.348
149,0.271,-0.363,-0.930,5.127,-4.028,-6.653
150,0.272,-0.372,-0.919,4.456,-2.991,-5.554
151,0.276,-0.365,-0.898,3.479,-1.465,-4.395
152,0.275,-0.362,-0.879,2.563,0.061,-3.357
153,0.281,-0.365,-0.877,3.235,1.892,-2.930
154,0.278,-0.363,-0.881,4.333,3.723,-2.808
155,0.266,-0.348,-0.880,4.517,4.150,-2.502
156,0.260,-0.341,-0.886,4.944,3.906,-2.136
157,0.256,-0.343,-0.895,5.981,4.333,-2.197
158,0.248,-0.341,-0.896,5.981,4.333,-2.197
159,0.241,-0.335,-0.885,5.493,3.906,-1.831
160,0.240,-0.328,-0.874,5.249,3.235,-1.282
161,0.236,-0.333,-0.870,5.981,3.174,-1.282
162,0.221,-0.333,-0.866,6.531,3.296,-1.282
163,0.206,-0.325,-0.862,6.775,3.418,0.427
164,0.209,-0.318,-0.860,6.775,4.272,2.808
165,0.215,-0.303,-0.852,6.714,5.127,5.066
166,0.221,-0.276,-0.831,6.409,4.639,7.080
167,0.219,-0.249,-0.810,6.409,4.822,9.399
168,0.201,-0.214,-0.782,6.348,5.615,11.719
169,0.166,-0.164,-0.730,4.700,5.371,15.015
170,0.129,-0.119,-0.654,3.113,3.845,18.982
171,0.090,-0.102,-0.568,3.235,1.465,22.766
172,0.034,-0.101,-0.483,5.554,-1.282,24.902
173,-0.040,-0.092,-0.389,8.850,-5.127,27.039
174,-0.130,-0.089,-0.301,14.160,-9.888,30.090
175,-0.218,-0.087,-0.226,21.362,-15.625,33.264
176,-0.302,-0.088,-0.167,29.541,-21.484,37.048
177,-0.355,-0.086,-0.115,37.354,-27.527,42.297
178,-0.370,-0.045,-0.068,42.175,-33.081,50.964
179,-0.325,0.151,-0.244,44.617,-38.147,59.998
180,-0.353,0.145,-0.018,41.443,-51.208,58.716
181,-0.413,0.198,-0.024,43.518,-56.824,57.007
182,-0.423,0.198,-0.077,48.523,-54.199,56.091
183,-0.441,0.168,-0.078,56.396,-51.086,57.678
184,-0.415,0.306,-0.204,61.218,-46.082,65.369
185,-0.427,0.275,-0.195,70.129,-50.110,68.115
186,-0.338,0.261,-0.290,86.853,-59.753,71.533
187,-0.345,0.186,-0.293,79.407,-70.984,82.764
188,-0.373,0.159,-0.306,65.674,-82.214,94.421
189,-0.344,0.133,-0.267,57.373,-95.520,105.103
190,-0.264,0.106,-0.223,55.481,-110.718,115.967
191,-0.188,0.091,-0.168,55.603,-125.549,126.404
192,-0.063,0.114,-0.106,58.228,-139.404,135.864
193,0.068,0.105,-0.078,61.523,-153.137,144.897
194,0.214,0.087,-0.102,70.801,-166.687,152.039
195,0.427,0.091,-0.136,84.045,-180.786,156.982
196,0.717,0.161,-0.154,95.154,-192.261,162.598
197,1.015,0.332,-0.149,105.164,-196.594,171.997
198,1.252,0.523,-0.151,112.854,-193.298,182.190
199,1.471,0.686,-0.171,114.685,-180.847,188.416
200,1.681,0.792,-0.212,104.248,-156.616,189.636
201,2.009,0.796,-0.295,87.158,-120.728,186.279
202,1.820,0.845,-0.419,67.322,-78.918,177.246
203,1.975,0.804,-0.538,58.411,-43.579,160.034
204,2.046,0.822,-0.689,62.805,-25.757,150.452
205,2.058,0.914,-0.962,69.397,-13.489,142.029
206,1.959,1.098,-1.289,71.716,-12.878,127.502
207,2.251,0.956,-1.603,67.749,-41.687,78.735
208,1.963,0.966,-1.588,46.997,-83.374,30.151
209,1.829,0.821,-1.563,34.485,-111.389,-6.836
210,1.689,0.656,-1.472,8.850,-123.779,-27.527
211,1.578,0.472,-1.332,-4.150,-118.347,-32.898
212,1.446,0.333,-1.190,-27.588,-104.248,-21.912
213,1.328,0.190,-1.040,-48.523,-87.036,-5.554
214,1.234,0.093,-0.889,-58.777,-66.650,7.935
215,1.281,0.065,-0.883,-57.251,-43.518,9.705
216,1.346,0.145,-1.090,-41.260,-30.762,10.742
217,1.245,0.226,-1.353,-16.602,-45.837,10.986
218,1.183,0.219,-1.505,1.831,-73.364,3.540
219,1.145,0.225,-1.537,6.165,-84.839,-2.747
220,1.164,0.251,-1.458,-2.991,-82.581,-5.066
221,1.238,0.237,-1.275,-16.418,-80.444,-5.737
